grade,subject,chapter,step_title,sections_found,sections_total,missing_sections,overall_score,critical,high,audited_at
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Revision and recap,7,8,introduction,44,2,5,2026-06-29T11:19:26.251413+00:00
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Worked examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.252639+00:00
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Exam-style problems,7,8,introduction,44,3,4,2026-06-29T11:19:26.253973+00:00
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.255056+00:00
Grade 10,Social Science,Geography - Chapter 2: Forest and Wildlife Resources,Concept introduction,8,8,,50,3,7,2026-06-29T11:19:26.256088+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Exam preparation,7,8,introduction,44,7,7,2026-06-29T11:19:26.257946+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Revision and recap,7,8,introduction,44,8,8,2026-06-29T11:19:26.259469+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.260887+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Exam-style problems,7,8,introduction,44,8,6,2026-06-29T11:19:26.262191+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Worked examples,7,8,introduction,44,5,4,2026-06-29T11:19:26.263547+00:00
Grade 10,Social Science,Geography - Chapter 3: Water Resources,Concept introduction,8,8,,50,2,5,2026-06-29T11:19:26.264815+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Exam-style problems,7,8,introduction,44,3,7,2026-06-29T11:19:26.266012+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Exam preparation,7,8,introduction,44,2,6,2026-06-29T11:19:26.267354+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Worked examples,7,8,introduction,44,4,4,2026-06-29T11:19:26.268279+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Concept introduction,8,8,,50,4,3,2026-06-29T11:19:26.269214+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.270316+00:00
Grade 10,Social Science,Geography - Chapter 4: Agriculture,Revision and recap,7,8,introduction,44,5,5,2026-06-29T11:19:26.271119+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Revision and recap,7,8,introduction,44,4,3,2026-06-29T11:19:26.272429+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Core explanation,7,8,introduction,44,7,8,2026-06-29T11:19:26.273608+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Exam preparation,7,8,introduction,44,4,6,2026-06-29T11:19:26.275216+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Exam-style problems,7,8,introduction,44,3,4,2026-06-29T11:19:26.276531+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Concept introduction,8,8,,50,4,6,2026-06-29T11:19:26.277560+00:00
Grade 10,Social Science,Geography - Chapter 5: Minerals and Energy Resources,Worked examples,7,8,introduction,52,1,6,2026-06-29T11:19:26.278847+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Worked examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.280255+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.280986+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.282040+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Exam-style problems,7,8,introduction,44,3,6,2026-06-29T11:19:26.283362+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Revision and recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.284330+00:00
Grade 10,Social Science,Geography - Chapter 6: Manufacturing Industries,Exam preparation,7,8,introduction,44,4,6,2026-06-29T11:19:26.285513+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Core explanation,7,8,introduction,44,3,6,2026-06-29T11:19:26.286662+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Exam preparation,7,8,introduction,44,3,8,2026-06-29T11:19:26.288051+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Revision and recap,7,8,introduction,44,9,9,2026-06-29T11:19:26.290505+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Worked examples,6,8,introduction;what you will learn,38,8,7,2026-06-29T11:19:26.291890+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Exam-style problems,7,8,introduction,66,1,3,2026-06-29T11:19:26.294345+00:00
Grade 10,Social Science,Geography - Chapter 7: Lifelines of National Economy,Concept introduction,8,8,,50,3,6,2026-06-29T11:19:26.295248+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Core explanation,7,8,introduction,44,3,6,2026-06-29T11:19:26.296236+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Worked examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.297376+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Exam-style problems,7,8,introduction,44,2,8,2026-06-29T11:19:26.298416+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Concept introduction,8,8,,50,9,6,2026-06-29T11:19:26.299550+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Exam preparation,7,8,introduction,44,2,7,2026-06-29T11:19:26.300867+00:00
Grade 10,Social Science,History - Chapter 1: The Rise of Nationalism in Europe,Revision and recap,7,8,introduction,44,2,7,2026-06-29T11:19:26.302005+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Exam-style problems,7,8,introduction,44,3,6,2026-06-29T11:19:26.303589+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Core explanation,7,8,introduction,44,4,2,2026-06-29T11:19:26.304614+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Worked examples,8,8,,62,1,5,2026-06-29T11:19:26.306285+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Revision and recap,7,8,introduction,44,4,6,2026-06-29T11:19:26.307390+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Exam preparation,7,8,introduction,44,7,6,2026-06-29T11:19:26.308721+00:00
Grade 10,Social Science,History - Chapter 2: Nationalism in India,Concept introduction,8,8,,50,3,7,2026-06-29T11:19:26.309763+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Exam-style problems,8,8,,50,2,9,2026-06-29T11:19:26.310736+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.311920+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Concept introduction,8,8,,50,4,4,2026-06-29T11:19:26.312966+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Revision and recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.314798+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Worked examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.316044+00:00
Grade 10,Social Science,History - Chapter 3: The Making of a Global World,Exam preparation,8,8,,50,3,7,2026-06-29T11:19:26.317222+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Exam preparation,8,8,,50,2,7,2026-06-29T11:19:26.318297+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Revision and recap,7,8,introduction,44,4,6,2026-06-29T11:19:26.319440+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.320305+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Worked examples,3,8,introduction;what you will learn;step-by-step breakdown;common mistake;quick check question,19,8,0,2026-06-29T11:19:26.322178+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Exam-style problems,8,8,,58,1,6,2026-06-29T11:19:26.323847+00:00
Grade 10,Social Science,History - Chapter 4: The Age of Industrialisation,Core explanation,7,8,introduction,44,8,5,2026-06-29T11:19:26.325792+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Worked examples,7,8,introduction,44,2,8,2026-06-29T11:19:26.327057+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Revision and recap,8,8,,52,1,7,2026-06-29T11:19:26.328325+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Exam preparation,7,8,introduction,49,2,4,2026-06-29T11:19:26.330253+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Core explanation,7,8,introduction,54,2,3,2026-06-29T11:19:26.332245+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Exam-style problems,8,8,,50,7,5,2026-06-29T11:19:26.333882+00:00
Grade 10,Social Science,History - Chapter 5: Print Culture and the Modern World,Concept introduction,8,8,,50,4,3,2026-06-29T11:19:26.335002+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Exam preparation,7,8,introduction,54,2,3,2026-06-29T11:19:26.336831+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Core explanation,7,8,introduction,44,4,7,2026-06-29T11:19:26.337830+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Concept introduction,8,8,,50,4,2,2026-06-29T11:19:26.338745+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Worked examples,7,8,introduction,44,8,5,2026-06-29T11:19:26.340364+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Exam-style problems,7,8,introduction,44,3,4,2026-06-29T11:19:26.341712+00:00
Grade 10,Social Science,Political Science - Chapter 1: Power-sharing,Revision and recap,7,8,introduction,44,9,6,2026-06-29T11:19:26.343261+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Core explanation,7,8,introduction,44,9,6,2026-06-29T11:19:26.344725+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Worked examples,7,8,introduction,44,4,4,2026-06-29T11:19:26.345851+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Exam-style problems,7,8,introduction,44,8,6,2026-06-29T11:19:26.347394+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Concept introduction,7,8,introduction,44,4,3,2026-06-29T11:19:26.348832+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Revision and recap,7,8,introduction,44,4,4,2026-06-29T11:19:26.350006+00:00
Grade 10,Social Science,Political Science - Chapter 2: Federalism,Exam preparation,7,8,introduction,54,2,3,2026-06-29T11:19:26.352020+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Core explanation,7,8,introduction,44,4,3,2026-06-29T11:19:26.353390+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Exam preparation,7,8,introduction,46,3,2,2026-06-29T11:19:26.354719+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Revision and recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.355833+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Exam-style problems,7,8,introduction,44,3,6,2026-06-29T11:19:26.357009+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Worked examples,3,8,introduction;what you will learn;step-by-step breakdown;common mistake;quick check question,19,9,0,2026-06-29T11:19:26.359041+00:00
Grade 10,Social Science,"Political Science - Chapter 3: Gender, Religion and Caste",Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.359938+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Revision and recap,7,8,introduction,44,8,7,2026-06-29T11:19:26.361383+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Worked examples,8,8,,50,3,7,2026-06-29T11:19:26.362526+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.450628+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Concept introduction,8,8,,50,4,3,2026-06-29T11:19:26.451801+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Exam-style problems,7,8,introduction,54,2,3,2026-06-29T11:19:26.453611+00:00
Grade 10,Social Science,Political Science - Chapter 4: Political Parties,Exam preparation,7,8,introduction,54,2,3,2026-06-29T11:19:26.455465+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Exam preparation,7,8,introduction,44,3,4,2026-06-29T11:19:26.456644+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Revision and recap,7,8,introduction,44,8,7,2026-06-29T11:19:26.458407+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.459447+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Worked examples,7,8,introduction,44,9,5,2026-06-29T11:19:26.460983+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Core explanation,7,8,introduction,44,4,4,2026-06-29T11:19:26.462357+00:00
Grade 10,Social Science,Political Science - Chapter 5: Outcomes of Democracy,Exam-style problems,7,8,introduction,54,2,3,2026-06-29T11:19:26.464314+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Exam-style problems,7,8,introduction,44,4,6,2026-06-29T11:19:26.465477+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Worked examples,7,8,introduction,44,5,3,2026-06-29T11:19:26.466395+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Exam preparation,8,8,,50,6,7,2026-06-29T11:19:26.467313+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Revision and recap,7,8,introduction,44,3,7,2026-06-29T11:19:26.468615+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Core explanation,7,8,introduction,44,3,7,2026-06-29T11:19:26.470285+00:00
Grade 10,Social Science,Text Book - Chapter 1: Development,Concept introduction,8,8,,50,3,6,2026-06-29T11:19:26.471865+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Exam preparation,7,8,introduction,44,3,8,2026-06-29T11:19:26.473066+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Worked examples,7,8,introduction,44,9,7,2026-06-29T11:19:26.474765+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Revision and recap,7,8,introduction,44,5,4,2026-06-29T11:19:26.475931+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Concept introduction,8,8,,50,4,4,2026-06-29T11:19:26.477085+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Exam-style problems,7,8,introduction,44,5,9,2026-06-29T11:19:26.478380+00:00
Grade 10,Social Science,Text Book - Chapter 2: Sectors of the Indian Economy,Core explanation,7,8,introduction,44,4,5,2026-06-29T11:19:26.479570+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Exam-style problems,7,8,introduction,44,4,5,2026-06-29T11:19:26.480778+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Worked examples,6,8,what you will learn;step-by-step breakdown,38,3,7,2026-06-29T11:19:26.481584+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Revision and recap,7,8,introduction,44,5,3,2026-06-29T11:19:26.482814+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Exam preparation,6,8,what you will learn;step-by-step breakdown,38,4,5,2026-06-29T11:19:26.484447+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Concept introduction,8,8,,50,4,6,2026-06-29T11:19:26.485487+00:00
Grade 10,Social Science,Text Book - Chapter 3: Money and Credit,Core explanation,7,8,introduction,44,4,4,2026-06-29T11:19:26.486686+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Exam-style problems,8,8,,50,9,8,2026-06-29T11:19:26.487752+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Worked examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.488836+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Exam preparation,7,8,introduction,44,3,6,2026-06-29T11:19:26.489982+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Core explanation,7,8,introduction,44,9,5,2026-06-29T11:19:26.491502+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Concept introduction,8,8,,50,4,5,2026-06-29T11:19:26.492450+00:00
Grade 10,Social Science,Text Book - Chapter 4: Globalisation and the Indian Economy,Revision and recap,7,8,introduction,44,3,9,2026-06-29T11:19:26.493722+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Exam preparation,7,8,introduction,59,2,2,2026-06-29T11:19:26.495525+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Exam-style problems,7,8,introduction,44,3,6,2026-06-29T11:19:26.496625+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Revision and recap,7,8,introduction,44,9,10,2026-06-29T11:19:26.497735+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Worked examples,7,8,introduction,44,5,7,2026-06-29T11:19:26.498813+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Core explanation,7,8,introduction,44,4,6,2026-06-29T11:19:26.500054+00:00
Grade 10,Social Science,Text Book - Chapter 5: Consumer Rights,Concept introduction,8,8,,50,4,7,2026-06-29T11:19:26.500991+00:00
Grade 11,Physics,Uploaded Book Content,Concept introduction,8,8,,68,1,4,2026-06-29T11:19:26.502798+00:00
Grade 12,Physics,Uploaded Book Content,Concept introduction,8,8,,50,1,10,2026-06-29T11:19:26.503850+00:00
Grade 5,English,1. Papa’s Spectacles,What We Learn,7,8,introduction,44,4,4,2026-06-29T11:19:26.505011+00:00
Grade 5,English,1. Papa’s Spectacles,Worked Examples,7,8,introduction,44,3,5,2026-06-29T11:19:26.506073+00:00
Grade 5,English,1. Papa’s Spectacles,Recap,7,8,introduction,44,8,8,2026-06-29T11:19:26.507015+00:00
Grade 5,English,10. Glass Bangles,What We Learn,8,8,,60,2,3,2026-06-29T11:19:26.508311+00:00
Grade 5,English,10. Glass Bangles,Recap,7,8,introduction,44,7,8,2026-06-29T11:19:26.509501+00:00
Grade 5,English,10. Glass Bangles,Worked Examples,7,8,introduction,44,2,8,2026-06-29T11:19:26.510495+00:00
Grade 5,English,2. Gone with the Scooter,Recap,5,8,introduction;common mistake;quick check question,31,6,1,2026-06-29T11:19:26.511455+00:00
Grade 5,English,2. Gone with the Scooter,Worked Examples,7,8,introduction,44,3,7,2026-06-29T11:19:26.512559+00:00
Grade 5,English,2. Gone with the Scooter,What We Learn,7,8,introduction,44,2,6,2026-06-29T11:19:26.513478+00:00
Grade 5,English,3. The Rainbow,Recap,7,8,introduction,44,4,2,2026-06-29T11:19:26.514449+00:00
Grade 5,English,3. The Rainbow,Worked Examples,7,8,introduction,44,3,7,2026-06-29T11:19:26.515819+00:00
Grade 5,English,3. The Rainbow,What We Learn,7,8,introduction,44,2,5,2026-06-29T11:19:26.517492+00:00
Grade 5,English,4. The Wise Parrot,Recap,8,8,,50,2,5,2026-06-29T11:19:26.518267+00:00
Grade 5,English,4. The Wise Parrot,Worked Examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.519366+00:00
Grade 5,English,4. The Wise Parrot,What We Learn,8,8,,70,0,6,2026-06-29T11:19:26.520530+00:00
Grade 5,English,5. The Frog,What We Learn,7,8,introduction,44,3,3,2026-06-29T11:19:26.521479+00:00
Grade 5,English,5. The Frog,Recap,7,8,introduction,44,2,7,2026-06-29T11:19:26.522511+00:00
Grade 5,English,5. The Frog,Worked Examples,7,8,introduction,66,1,3,2026-06-29T11:19:26.524927+00:00
Grade 5,English,6. What a Tank!,Recap,7,8,introduction,52,1,6,2026-06-29T11:19:26.526369+00:00
Grade 5,English,6. What a Tank!,Worked Examples,7,8,introduction,49,2,4,2026-06-29T11:19:26.527917+00:00
Grade 5,English,6. What a Tank!,What We Learn,7,8,introduction,44,2,6,2026-06-29T11:19:26.529301+00:00
Grade 5,English,7. Gilli Danda,Recap,7,8,introduction,44,5,6,2026-06-29T11:19:26.530165+00:00
Grade 5,English,7. Gilli Danda,What We Learn,8,8,,50,8,7,2026-06-29T11:19:26.531187+00:00
Grade 5,English,7. Gilli Danda,Worked Examples,7,8,introduction,44,4,4,2026-06-29T11:19:26.532154+00:00
Grade 5,English,8. The Decision of the Panchayat,What We Learn,7,8,introduction,44,2,5,2026-06-29T11:19:26.533423+00:00
Grade 5,English,8. The Decision of the Panchayat,Recap,7,8,introduction,44,3,4,2026-06-29T11:19:26.534430+00:00
Grade 5,English,8. The Decision of the Panchayat,Worked Examples,7,8,introduction,44,9,9,2026-06-29T11:19:26.535320+00:00
Grade 5,English,9. Vocation,What We Learn,7,8,introduction,44,4,7,2026-06-29T11:19:26.536441+00:00
Grade 5,English,9. Vocation,Worked Examples,7,8,introduction,44,5,4,2026-06-29T11:19:26.537512+00:00
Grade 5,English,9. Vocation,Recap,7,8,introduction,44,5,3,2026-06-29T11:19:26.538034+00:00
Grade 5,EVS,Chapter 1: Water — The Essence of Life,Worked Examples,7,8,introduction,44,7,6,2026-06-29T11:19:26.539205+00:00
Grade 5,EVS,Chapter 1: Water — The Essence of Life,Recap,7,8,introduction,44,4,5,2026-06-29T11:19:26.540207+00:00
Grade 5,EVS,Chapter 1: Water — The Essence of Life,What We Learn,7,8,introduction,44,3,7,2026-06-29T11:19:26.541647+00:00
Grade 5,EVS,Chapter 10: Earth — Our Shared Home,Worked Examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.542849+00:00
Grade 5,EVS,Chapter 10: Earth — Our Shared Home,What We Learn,7,8,introduction,44,3,5,2026-06-29T11:19:26.543975+00:00
Grade 5,EVS,Chapter 10: Earth — Our Shared Home,Recap,7,8,introduction,44,3,7,2026-06-29T11:19:26.544857+00:00
Grade 5,EVS,Chapter 2: Journey of a River,Recap,7,8,introduction,52,1,6,2026-06-29T11:19:26.546106+00:00
Grade 5,EVS,Chapter 2: Journey of a River,Worked Examples,7,8,introduction,44,4,6,2026-06-29T11:19:26.547087+00:00
Grade 5,EVS,Chapter 2: Journey of a River,What We Learn,7,8,introduction,44,2,7,2026-06-29T11:19:26.548243+00:00
Grade 5,EVS,Chapter 3: The Mystery of Food,What We Learn,7,8,introduction,44,3,8,2026-06-29T11:19:26.549499+00:00
Grade 5,EVS,Chapter 3: The Mystery of Food,Recap,7,8,introduction,44,5,5,2026-06-29T11:19:26.550224+00:00
Grade 5,EVS,Chapter 3: The Mystery of Food,Worked Examples,7,8,introduction,46,1,7,2026-06-29T11:19:26.551315+00:00
Grade 5,EVS,Chapter 4: Our School — A Happy Place,Worked Examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.552483+00:00
Grade 5,EVS,Chapter 4: Our School — A Happy Place,Recap,7,8,introduction,59,2,2,2026-06-29T11:19:26.554892+00:00
Grade 5,EVS,Chapter 4: Our School — A Happy Place,What We Learn,7,8,introduction,44,2,7,2026-06-29T11:19:26.555852+00:00
Grade 5,EVS,Chapter 5: Our Vibrant Country,What We Learn,7,8,introduction,44,2,8,2026-06-29T11:19:26.557074+00:00
Grade 5,EVS,Chapter 5: Our Vibrant Country,Recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.558443+00:00
Grade 5,EVS,Chapter 5: Our Vibrant Country,Worked Examples,7,8,introduction,44,9,8,2026-06-29T11:19:26.559307+00:00
Grade 5,EVS,Chapter 6: Some Unique Places,What We Learn,7,8,introduction,44,3,6,2026-06-29T11:19:26.560375+00:00
Grade 5,EVS,Chapter 6: Some Unique Places,Recap,7,8,introduction,44,3,6,2026-06-29T11:19:26.561716+00:00
Grade 5,EVS,Chapter 6: Some Unique Places,Worked Examples,7,8,introduction,44,5,7,2026-06-29T11:19:26.562898+00:00
Grade 5,EVS,Chapter 7: Energy — How Things Work,What We Learn,7,8,introduction,44,3,5,2026-06-29T11:19:26.564229+00:00
Grade 5,EVS,Chapter 7: Energy — How Things Work,Worked Examples,7,8,introduction,44,2,6,2026-06-29T11:19:26.565178+00:00
Grade 5,EVS,Chapter 7: Energy — How Things Work,Recap,7,8,introduction,49,2,4,2026-06-29T11:19:26.566720+00:00
Grade 5,EVS,Chapter 8: Clothes — How Things are Made,Recap,7,8,introduction,44,4,6,2026-06-29T11:19:26.567598+00:00
Grade 5,EVS,Chapter 8: Clothes — How Things are Made,Worked Examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.568698+00:00
Grade 5,EVS,Chapter 8: Clothes — How Things are Made,What We Learn,7,8,introduction,44,3,6,2026-06-29T11:19:26.569761+00:00
Grade 5,EVS,Chapter 9: Rhythms of Nature,Worked Examples,7,8,introduction,44,8,7,2026-06-29T11:19:26.571007+00:00
Grade 5,EVS,Chapter 9: Rhythms of Nature,What We Learn,8,8,,50,8,8,2026-06-29T11:19:26.572384+00:00
Grade 5,EVS,Chapter 9: Rhythms of Nature,Recap,7,8,introduction,49,2,4,2026-06-29T11:19:26.574900+00:00
Grade 5,Hindi,1. किरन,Worked Examples,7,8,introduction,44,2,7,2026-06-29T11:19:26.575859+00:00
Grade 5,Hindi,1. किरन,What We Learn,7,8,introduction,52,1,6,2026-06-29T11:19:26.577038+00:00
Grade 5,Hindi,1. किरन,Recap,7,8,introduction,44,3,4,2026-06-29T11:19:26.577925+00:00
Grade 5,Hindi,10. तीन मछलियाँ,Recap,8,8,,50,2,5,2026-06-29T11:19:26.578855+00:00
Grade 5,Hindi,10. तीन मछलियाँ,What We Learn,7,8,what you will learn,44,7,3,2026-06-29T11:19:26.580747+00:00
Grade 5,Hindi,10. तीन मछलियाँ,Worked Examples,7,8,introduction,46,3,2,2026-06-29T11:19:26.581718+00:00
Grade 5,Hindi,11. हमारे ये कलामंदिर,Recap,7,8,introduction,44,2,8,2026-06-29T11:19:26.582929+00:00
Grade 5,Hindi,11. हमारे ये कलामंदिर,What We Learn,8,8,,50,1,9,2026-06-29T11:19:26.584128+00:00
Grade 5,Hindi,11. हमारे ये कलामंदिर,Worked Examples,7,8,introduction,54,2,3,2026-06-29T11:19:26.585183+00:00
Grade 5,Hindi,12. गंगा की कहानी,What We Learn,7,8,introduction,44,2,8,2026-06-29T11:19:26.586200+00:00
Grade 5,Hindi,12. गंगा की कहानी,Worked Examples,7,8,introduction,44,4,5,2026-06-29T11:19:26.587105+00:00
Grade 5,Hindi,12. गंगा की कहानी,Recap,7,8,introduction,44,3,7,2026-06-29T11:19:26.587915+00:00
Grade 5,Hindi,2. न्याय की कु सी,Recap,7,8,introduction,44,3,5,2026-06-29T11:19:26.588572+00:00
Grade 5,Hindi,2. न्याय की कु सी,What We Learn,7,8,introduction,44,2,6,2026-06-29T11:19:26.589415+00:00
Grade 5,Hindi,2. न्याय की कु सी,Worked Examples,7,8,introduction,44,4,1,2026-06-29T11:19:26.590315+00:00
Grade 5,Hindi,3. चाँद का कु रता,Recap,7,8,introduction,49,2,4,2026-06-29T11:19:26.591455+00:00
Grade 5,Hindi,3. चाँद का कु रता,Worked Examples,7,8,introduction,44,3,7,2026-06-29T11:19:26.592354+00:00
